,0,1,2,3,4,5,6,7,8,9,10
0,10,easy,3.8932486000000006,0.1877405513894498,0.12194158000000073,0.1988887633724894,0.19094927999999953,0.23596446978488358,0.2562782999999996,0.24809835580636208,0.33041652
1,10,medium,5.3894687999999995,0.23625204752783713,0.14212371999999932,0.24841943068211725,0.21747950000000033,0.29266165482008555,0.30137047999999994,0.3020991910147629,0.3773762799999993
2,10,hard,3.9902134999999985,0.19965958434824704,0.11883551999999895,0.2403131440619263,0.1894575799999984,0.2629653041215334,0.2571495600000013,0.2735313567480816,0.33209575999999996
3,12,easy,4.7334011,0.1829606292499164,0.15783499999999862,0.19291534812354907,0.2403192200000035,0.21606205154411678,0.32740234000000046,0.2324633319437015,0.412344259999999
4,12,medium,6.498729000000003,0.2103999404487456,0.1624637199999995,0.2361660423310959,0.2561471999999981,0.2686885488994881,0.34909483999999935,0.3062688474813909,0.44678011999999967
5,12,hard,5.135885499999999,0.1546592601275411,0.1359072999999981,0.18290129687047058,0.21338484000000052,0.21972467087969175,0.29524069999999936,0.23321085187363894,0.3720213400000006
6,14,easy,5.4171694,0.16764049247067722,0.19086593999999762,0.19980808541188125,0.29683088000000024,0.23417986219113854,0.41169814000000426,0.2389468187135456,0.5172954000000018
7,14,medium,7.411775800000001,0.16227897124143814,0.17902086000000422,0.171214946291569,0.28509600000000007,0.23053123158178285,0.39014111999999984,0.23800153617640785,0.5017684399999993
8,14,hard,6.0693212,0.16193387007617868,0.1851254400000002,0.20613484101023385,0.2994522600000039,0.2125411878317748,0.40249319999999644,0.22360230901952036,0.520968480000002
9,16,easy,6.300417400000001,0.11917475283516588,0.18029700000000445,0.13814132436985613,0.29095240000000044,0.16100007629781765,0.3985207400000007,0.1737504733918601,0.5070272599999953
10,16,medium,9.013221300000001,0.11967533754934032,0.1942681799999974,0.15231694125246706,0.3203431999999964,0.1730421767893032,0.44028230000000407,0.18219859679077807,0.5610474599999975
11,16,hard,6.7396209,0.13823537287180734,0.1978749399999998,0.17429114848120347,0.3193867200000028,0.19389237863901285,0.436351700000003,0.20138921390897938,0.5598586399999987
12,18,easy,7.054643899999999,0.11504909453243428,0.2106804799999992,0.14970597414156278,0.3449383999999981,0.1710965754790647,0.47222610000000315,0.17216166577770267,0.6049980599999998
13,18,medium,10.010543700000001,0.1177038586048292,0.22214267999999607,0.15186823865377208,0.3498526599999991,0.15865548174909788,0.4810071799999974,0.18020685721950933,0.6242240600000002
14,18,hard,7.478821599999999,0.10049043703385689,0.20657260000000405,0.1557778968937124,0.3337357000000026,0.1544117798830852,0.45453261999999767,0.17136083546662495,0.569264240000004
15,20,easy,8.2886318,0.1008541713793426,0.22735558000000253,0.12171735028257427,0.370738659999995,0.1403908271626278,0.5013038999999935,0.15502529750029548,0.6482834999999995
16,20,medium,10.8816552,0.11044418631451529,0.23910003999999105,0.13266919651850415,0.37956864000000506,0.14876240727636372,0.5304644400000029,0.15787863576074088,0.6633339399999982
17,20,hard,8.3500933,0.11140945328212862,0.20977595999999893,0.1355371689515672,0.339573859999993,0.1594859324177483,0.458737700000006,0.16457395923318222,0.5987512800000019
18,22,easy,8.5996656,0.11559864816966785,0.29443603999999934,0.1369502789163941,0.4641098999999997,0.15281762295274406,0.6334174400000052,0.16483138211325543,0.8035746200000006
19,22,medium,12.0302165,0.12492124816120842,0.26367767999999503,0.131024034095172,0.4415687599999899,0.16902217493526217,0.5972894399999973,0.18480095181182046,0.7762595200000021
20,22,hard,9.5639707,0.10754110717911816,0.25465262000000166,0.14352311058141912,0.4017933599999992,0.15192828752616308,0.5657275599999991,0.15885866968572654,0.6981020000000058
21,24,easy,9.656771399999998,0.09686800511165934,0.30050982000000204,0.11089316171925785,0.4806712199999993,0.13069627928540048,0.6571164600000031,0.14107759058715102,0.8398805799999991
22,24,medium,13.832809399999999,0.10584353062530327,0.2769924000000003,0.12445568367106674,0.4445915800000023,0.14656175525638987,0.6190503400000011,0.14049416208711438,0.7732663200000047
23,24,hard,9.842541700000002,0.09527218907851649,0.3061303799999905,0.12971672541021198,0.48508999999999675,0.13654479147772833,0.6732136399999945,0.14716340126020952,0.8539557599999966
24,26,easy,10.2783626,0.09269392209378191,0.28435623999999393,0.11546806793191573,0.45662527999999725,0.12175096646305442,0.6432014600000002,0.1281177076184004,0.8010017800000071
25,26,medium,15.145224199999998,0.07863586321789369,0.3148045599999989,0.10992760798689494,0.5082591799999989,0.12107568542833742,0.6883477999999968,0.126994773103,0.8701528199999984
26,26,hard,10.6191915,0.07365802048925231,0.31280232000000296,0.10433921596603675,0.5069812000000014,0.1107469322866335,0.6899892999999964,0.11450795746908063,0.8545222799999976
27,6,easy,2.3407712000000007,0.34196066635363337,0.08400907999999997,0.3849821563829605,0.13792501999999995,0.4430662347807579,0.1818015,0.47277935987121633,0.22573352000000022
28,6,medium,3.3506827,0.28886871820357524,0.07827209999999978,0.3380161845583562,0.12476620000000013,0.39687775906704637,0.17229335999999976,0.4528755193054739,0.22147455999999993
29,6,hard,2.5460083,0.3191078220952758,0.0722408199999999,0.3831465987514708,0.11329807999999968,0.4103113867524878,0.15768598000000006,0.4530827236901622,0.2060086799999996
30,8,easy,3.1619385,0.22295447363214188,0.10687193999999955,0.26844654942180657,0.1691976000000004,0.3046928771523042,0.2390292800000001,0.33077469672654936,0.29619070000000003
31,8,medium,3.9407319000000003,0.24705688226056338,0.10391143999999919,0.2703090176712465,0.16930894000000016,0.3102051248220408,0.23245573999999997,0.33223602007298364,0.2944181999999998
32,8,hard,3.2378722000000004,0.240610707824005,0.10502953999999924,0.31986739673677606,0.16892403999999955,0.33964964690111044,0.23175175999999986,0.368879377347895,0.2921974999999996
